/game/gamedata/fasttravel/fts_atlashq.fts_atlashq,Atlas HQ
/game/gamedata/fasttravel/fts_atlashq_sendonly.fts_atlashq_sendonly,Atlas HQ
/game/gamedata/fasttravel/fts_beach.fts_beach,Tazendeer Ruins
/game/gamedata/fasttravel/fts_beach_sendonly.fts_beach_sendonly,Tazendeer Ruins
/game/gamedata/fasttravel/fts_city.fts_city,Meridian Metroplex
/game/gamedata/fasttravel/fts_cityboss.fts_cityboss,Forgotten Basilica
/game/gamedata/fasttravel/fts_cityboss_sendonly.fts_cityboss_sendonly,Forgotten Basilica
/game/gamedata/fasttravel/fts_cityvault.fts_cityvault,Neon Arterial
/game/gamedata/fasttravel/fts_convoy.fts_convoy,Sandblast Scar
/game/gamedata/fasttravel/fts_covslaughter.fts_covslaughter,Slaughter Shaft
/game/gamedata/fasttravel/fts_creatureslaughter.fts_creatureslaughter,Cistern of Slaughter
/game/gamedata/fasttravel/fts_crypt.fts_crypt,Pyre of Stars
/game/gamedata/fasttravel/fts_desert1.fts_desert1,Devil's Razor
/game/gamedata/fasttravel/fts_desert2.fts_desert2,Devil's Razor
/game/gamedata/fasttravel/fts_desertboss.fts_desertboss,Great Vault
/game/gamedata/fasttravel/fts_desertboss_sendonly.fts_desertboss_sendonly,Great Vault
/game/gamedata/fasttravel/fts_desertvault.fts_desertvault,Cathedral of the Twin Gods
/game/gamedata/fasttravel/fts_desolate2.fts_desolate2,Desolation's Edge
/game/gamedata/fasttravel/fts_desolatedroppod.fts_desolatedroppod,Desolation's Edge
/game/gamedata/fasttravel/fts_finalboss.fts_finalboss,Destroyer's Rift
/game/gamedata/fasttravel/fts_finalboss_sendonly.fts_finalboss_sendonly,Destroyer's Rift
/game/gamedata/fasttravel/fts_finalbossportal.fts_finalbossportal,Destroyer's Rift
/game/gamedata/fasttravel/fts_mansion.fts_mansion,Jakobs Estate
/game/gamedata/fasttravel/fts_marshfields.fts_marshfields,Ambermire
/game/gamedata/fasttravel/fts_marshfields_sendonly.fts_marshfields_sendonly,Ambermire
/game/gamedata/fasttravel/fts_marshfieldsship.fts_marshfieldsship,Ambermire
/game/gamedata/fasttravel/fts_mine.fts_mine,Konrad's Hold
/game/gamedata/fasttravel/fts_monastery.fts_monastery,Athenas
/game/gamedata/fasttravel/fts_monastery_sendonly.fts_monastery_sendonly,Athenas
/game/gamedata/fasttravel/fts_monasterydroppod.fts_monasterydroppod,Athenas
/game/gamedata/fasttravel/fts_motorcade.fts_motorcade,Splinterlands
